title,link,snippet
espnet2.asr.encoder.contextual_block_conformer_encoder ...,https://espnet.github.io/espnet/guide/espnet2/asr/ContextualBlockConformerEncoder.html,"class espnet2.asr.encoder.contextual_block_conformer_encoder.ContextualBlockConformerEncoder(input_size: int, output_size: int = 256, attention_heads: int ..."
Seed-ASR,https://bytedancespeech.github.io/seedasr_tech_report/,"Modern automatic speech recognition (ASR) model is required to accurately transcribe diverse speech signals (from different domains, languages, accents, etc) ..."
Setting Up Auto Service Request,https://xy2401-local-doc-java.github.io/bigdata/bda412/BIGOG/asr.htm,Auto Service Request (ASR) is designed to automatically open service requests when specific Oracle Big Data Appliance hardware faults occur.
Configuration - Whisper ASR Webservice,https://ahmetoner.github.io/whisper-asr-webservice/environmental-variables/,OpenAI Whisper ASR Webservice API.
Dual-Mode ASR: Unify and Improve Streaming ASR with full-context ...,https://eloweimi.github.io/files/Tutorials/DualMode_ASR_ErfanLoweimi.pdf,"Jul 20, 2021 ... ○ Dual-mode E2E ASR: Streaming & Full-context ... Full-context Conv. Page 11. This Paper … Dual-Mode ASR. ○ What: Unify streaming [RNN-T] and full ..."
On-device VAD + ASR (本地非流式语音识别) — sherpa 1.3 ...,https://k2-fsa.github.io/sherpa/onnx/harmony-os/vad-asr.html,On-device VAD + ASR (本地非流式语音识别) . This page describes how to build SherpaOnnxVadAsr for on-device non-streaming speech recognition that runs on ...
Streaming ASR — sherpa 1.3 documentation,https://k2-fsa.github.io/sherpa/python/streaming_asr/index.html,This page describes how to use sherpa for streaming ASR. The following types of transducer models are supported: ... We support standalone speech recognition as ...
espnet.asr.asr_utils.torch_load,https://espnet.github.io/espnet/guide/espnet/asr/torch_load.html,path (str) – Model path or snapshot file path to be loaded. model (torch.nn.Module) – Torch model. Prev. espnet.asr ...
The Challenges of using Transformers in ASR,https://desh2608.github.io/2020-01-08-transformer-asr/,"Jan 8, 2020 ... Positional encoding; Difficult to train; Large model size; Streaming ASR; Parallelization. 1. Long sequence length. Transformers were originally ..."
Pre-trained models — sherpa 1.3 documentation,https://k2-fsa.github.io/sherpa/onnx/pretrained_models/index.html,"The following table lists links for all pre-trained models. Description. URL. Speech recognition (speech to text, ASR)."
Implementing Attack Surface Reduction Policies | Azure with Tom,https://awt-tom.github.io/posts/Attack-surface-reduction/,"Apr 13, 2025 ... This is where Attack Surface Reduction (ASR) comes in, a set of controls in Microsoft Defender for Endpoint designed to harden endpoints and ..."
Streaming ASR — icefall 0.1 documentation,https://k2-fsa.github.io/icefall/recipes/Streaming-ASR/index.html,Streaming ASR ... Built with Sphinx using a theme provided by Read the Docs.
Streaming ASR — sherpa 1.3 documentation,https://k2-fsa.github.io/sherpa/cpp/online_asr/index.html,This page describes how to use the C++ API of sherpa for streaming/online ASR. Warning. It supports only models from https://github.com/k2-fsa/icefall/tree/ ...
On Prosody Modeling for ASR+TTS based Voice Conversion,https://unilight.github.io/Publication-Demos/publications/prosody-asr-tts-vc/index.html,A promising approach to voice conversion (VC) is to first use an automatic speech recognition (ASR) model to transcribe the source speech into the underlying ...
sherpa — sherpa 1.3 documentation,https://k2-fsa.github.io/sherpa/,sherpa · Offline CTC models · icefall · icefall-asr-gigaspeech-conformer-ctc (English) · icefall-asr-librispeech-conformer-ctc-jit-bpe-500-2021-11-09 (English) ...
Pre-trained models — sherpa 1.3 documentation,https://k2-fsa.github.io/sherpa/cpp/pretrained_models/index.html,icefall-asr-librispeech-pruned-transducer-stateless8-2022-12-02 · icefall-asr-librispeech-pruned-transducer-stateless8-2022-11-14 · icefall-asr-librispeech ...
Enriching ASR Lattices with POS Tags for Dependency Parsing,https://speechnlp.github.io/2017/papers/W17-4605.pdf,"Sep 7, 2017 ... In this pa- per, we therefore explore a joint model- ing approach of automatic speech recog- nition (ASR) and POS tagging to enrich. ASR word ..."
Evaluation of ASR in concrete using acoustic emission and deep ...,https://liaiusc.github.io/files/Evaluation%20of%20ASR.pdf,"Jun 15, 2021 ... Alkali-silica reaction (ASR) is one of main damages causes in concrete structures such as nuclear power plants which may endanger structural ..."
ESPnet2 real streaming Transformer demonstration,https://espnet.github.io/espnet/notebook/ESPnet2/Demo/ASR/streaming_asr_demo.html,This local notebook provides a demonstration of streaming ASR based on Transformer using ESPnet2. You can recognize a recorded audio file or a speech online.
LLM Powered Autonomous Agents | Lil'Log,https://lilianweng.github.io/posts/2023-06-23-agent/,"Jun 23, 2023 ... Building agents with LLM (large language model) as its core controller is a cool concept. Several proof-of-concepts demos, such as AutoGPT, ..."
LLM Fun: Building a Q&A Bot of Myself | Bounded Rationality,https://bjlkeng.github.io/posts/building-a-qa-bot-of-me-with-openai-and-cloudflare/,"Sep 24, 2023 ... Unless you've been living under a rock, you've probably heard of large language models (LLM) such as ChatGPT or Bard."
Configure LLM Provider | goose,https://block.github.io/goose/docs/getting-started/providers/,"goose is compatible with a wide range of LLM providers, allowing you to choose and integrate your preferred model."
Using an LLM in GitHub Actions,https://tonybaloney.github.io/posts/using-llm-in-github-actions.html,"Using an LLM in GitHub Actions. by Anthony Shaw, August 14, 2025. LLMs are effective for generating both code and written text. They're also quite effective ..."
LLM - txtai,https://neuml.github.io/txtai/pipeline/text/llm/,The LLM pipeline runs prompts through a large language model (LLM). This pipeline autodetects the LLM framework based on the model path.
Welcome to TensorRT LLM's Documentation! — TensorRT LLM,https://nvidia.github.io/TensorRT-LLM/,Launch Docker on a node with NVIDIA GPUs deployed · Deploy online serving with trtllm-serve · Run Offline inference with LLM API · Next Steps.
Quick Start Guide — TensorRT LLM,https://nvidia.github.io/TensorRT-LLM/quick-start-guide.html,"Specifically, this Quick Start Guide enables you to quickly get set up and send HTTP requests using TensorRT LLM. Launch Docker on a node with NVIDIA GPUs ..."
OnPrem.LLM – onprem,https://amaiya.github.io/onprem/,"OnPrem.LLM (or “OnPrem” for short) is a Python-based toolkit for applying large language models (LLMs) to sensitive, non-public data in offline or restricted ..."
LLM (ML) Job Interviews (Fall 2024) - Process • Mimansa Jaiswal,https://mimansajaiswal.github.io/posts/llm-ml-job-interviews-fall-2024-process/,"Dec 24, 2024 ... A retelling of my experience interviewing for ML/LLM research science/engineering focused roles in Fall 2024."
"Guardrails and Security for LLMs: Safe, Secure, and Controllable ...",https://llm-guardrails-security.github.io/,"Guardrails and Security for LLMs: Safe, Secure, and Controllable Steering of LLM Applications @ ACL 2025 tutorial."
Probabilistic Modeling and Statistical Inference,https://betanalpha.github.io/assets/case_studies/modeling_and_inference.html,1 Probabilistic Modeling. Models are approximations of the complex dynamics that drive the observable phenomena in the world around us. They provide the setting ...
8th Workshop on Tractable Probabilistic Modeling,https://tractable-probabilistic-modeling.github.io/tpm2025/,"This new edition of the Tractable Probabilistic Modeling workshop focuses on scaling and providing guarantees when used for probabilistic and logical reasoning, ..."
7th Workshop on Tractable Probabilistic Modeling,https://tractable-probabilistic-modeling.github.io/,This year's workshop on Tractable Probabilistic Modeling aims to highlight the connection between trustworthy artificial intelligence (in a broad sense) and ...
Fault Localization via Efficient Probabilistic Modeling of Program ...,https://xiongyingfei.github.io/papers/ICSE22a.pdf,"May 21, 2022 ... Software and its engineering → Software testing and de- bugging. KEYWORDS fault localization, semantics, probabilistic modeling. ACM Reference ..."
TPM 2023,https://tractable-probabilistic-modeling.github.io/tpm2023/,6th Workshop on Tractable Probabilistic Modeling. Building Bridges. UAI 2023. Workshop Description. For AI and ML systems aimed to assist decision-making in ...
TPM 2022,https://tractable-probabilistic-modeling.github.io/tpm2022/,"Connections between tractable probabilistic modeling classes. Tractable probabilistic models for responsible, robust and explainable AI. Approximate inference ..."
probabilistic modeling | Diana Cai,https://dicai.github.io/tags/probabilistic-modeling/,probabilistic modeling. A Bayesian nonparametric view on count-min sketch. The count-min sketch is a time- and memory-efficient randomized data structure that ...
Post-Inference Methods for Scalable Probabilistic Modeling and ...,https://willieneis.github.io/pdf/willie_thesis.pdf,"Probabilistic modeling refers to a set of techniques for modeling data that allows one to specify assumptions about the processes that generate data, ..."
7th Workshop on Tractable Probabilistic Modeling,https://tractable-probabilistic-modeling.github.io/tpm2024/papers/,7th Workshop on Tractable Probabilistic Modeling. Models We Trust. UAI 2024 Workshop · About · Accepted Papers · Program. Accepted Papers. See all accepted ...
Probabilistic Modeling with Matrix Product States,https://jterilla.github.io/entropy-21-01236-with-cover.pdf,"Dec 17, 2019 ... Probabilistic Modeling with Matrix ... probabilistic modeling, with applications from hidden Markov models to quantum machine learning."
Siddhartha Srinivasa,https://siddhss5.github.io/,I founded the Personal Robotics Lab in 2005. I am an IEEE Fellow for contributions to robotic manipulation and human-robot interaction. I AM A FULL-STACK ...
Biomechatronics and Intelligent Robotics Lab,https://haosu-robotics.github.io/,"Dr. Hao Su, PhD, is an Associate Professor at the New York University, He is the Director of Center of Assistive and Personal Robotics for Independent Living ( ..."
One year of working as a Robotics consultant,https://msadowski.github.io/one-year-of-robotics-consulting/,"Apr 30, 2019 ... It has been one year since I decided to go solo and start working as a Robotics consultant/contractor. In this post I'll sum up my ..."
Trustworthy Robotics Lab @ Georgia Tech,http://trustworthyrobotics.github.io/,"The Trustworthy Robotics Lab at Georgia Tech, directed by Glen Chou, designs principled algorithms that can enable general-purpose robots and autonomous ..."
Stanford Robotics Seminar,https://stanfordasl.github.io/robotics_seminar/,Stanford Robotics and Autonomous Systems Seminar series hosts both invited and internal speakers. The seminar aims to bring the campus-wide robotics ...
